Adj-r_sq,HML %,Rm-Rf %,SMB %,Symbol,const
0.3277,0.801,0.0,0.9233,EXIDEIND,0.2032
0.0568,0.2525,0.1149,0.0063,BLBLIMITED,0.3685
0.199,0.465,0.0,0.0038,STARPAPER,0.0049
0.2258,0.0054,0.0001,0.0,KSCL,0.371
0.1261,0.2701,0.0002,0.0191,WEIZFOREX,0.7962
0.1662,0.9422,0.0,0.034,UFO,0.7554
0.1616,0.0034,0.0179,0.0001,HANUNG,0.4401
0.4181,0.0865,0.0,0.0,BEPL,0.8165
0.2252,0.5664,0.0,0.0,ARVSMART,0.7703
0.6508,0.008,0.0,0.0,KOTAKBKETF,0.2005
0.1225,0.3852,0.0,0.3425,FINCABLES,0.0589
0.4544,0.0,0.0,0.001,BGRENERGY,0.9999
0.0098,0.7628,0.2995,0.0918,TECHNO,0.5829
0.0332,0.9685,0.0739,0.0231,ORTEL,0.8981
0.2592,0.0003,0.0003,0.0,RAJSREESUG,0.1281
0.3122,0.0,0.0,0.0012,APTECHT,0.0162
0.0743,0.4148,0.007,0.0181,NOIDATOLL,0.1892
0.3049,0.0728,0.0,0.0,AYMSYNTEX,0.1142
0.2876,0.0,0.0014,0.0,LYPSAGEMS,0.1364
0.5308,0.0,0.0,0.0,NELCO,0.4879
0.0269,0.8748,0.0099,0.8247,GRASIM,0.4753
0.264,0.0823,0.0,0.0,SUNTECK,0.7741
0.6461,0.0,0.0,0.0415,UCOBANK,0.5929
0.082,0.134,0.1456,0.0002,PDPL,0.31
0.3427,0.0179,0.0,0.0974,KOTAKBANK,0.7044
0.1978,0.288,0.0,0.0,SATHAISPAT,0.139
0.3417,0.0365,0.0,0.0001,DICIND,0.3125
0.0777,0.0538,0.0614,0.0157,RAJTV,0.5418
0.5013,0.0023,0.0,0.0007,TV18BRDCST,0.7677
-0.0078,0.9978,0.9148,0.4051,DPL,0.0
0.0662,0.7053,0.0013,0.025,PDSMFL,0.1947
0.1769,0.5108,0.0,0.0851,ASHOKA,0.8364
0.1669,0.4643,0.0,0.0185,MAHSEAMLES,0.2168
0.2259,0.0749,0.0,0.012,BHARATGEAR,0.4653
0.1108,0.6313,0.0,0.0055,ORIENTCEM,0.882
0.299,0.6873,0.0,0.0138,MOTILALOFS,0.0913
0.2668,0.0,0.0003,0.0008,GMDCLTD,0.4706
0.1793,0.9611,0.0,0.7291,WEBELSOLAR,0.6987
0.0434,0.7035,0.0055,0.7682,INDIGO,0.4119
0.2389,0.6754,0.0,0.0,INSECTICID,0.2944
0.3341,0.0887,0.0,0.5955,FSL,0.9642
0.4332,0.9442,0.0,0.0,TATAMTRDVR,0.6579
0.0204,0.4389,0.5764,0.0157,NUTEK,0.3697
0.4026,0.2879,0.0,0.0,KOLTEPATIL,0.2028
0.0448,0.4192,0.4298,0.0009,PNCINFRA,0.4189
0.2134,0.0058,0.0003,0.0,PIONEEREMB,0.7617
0.2939,0.0,0.0,0.0015,DOLPHINOFF,0.6631
0.2475,0.1649,0.0,0.0005,VETO,0.2406
0.1218,0.7769,0.0,0.3405,PENPEBS,0.7805
0.1569,0.9298,0.0,0.544,PRESTIGE,0.9378
0.2166,0.0358,0.0,0.0001,INFINITE,0.5119
0.2081,0.1005,0.0,0.0012,INOXLEISUR,0.7296
0.4316,0.0138,0.0,0.0,VINDHYATEL,0.4789
0.646,0.0,0.0,0.0,UNIONBANK,0.9786
0.2455,0.144,0.0,0.0042,VISHNU,0.5855
0.1924,0.0048,0.0006,0.0005,ALCHEM,0.893
0.1056,0.2038,0.0114,0.0007,REVATHI,0.8131
0.259,0.5412,0.0,0.0144,GANECOS,0.4682
0.1044,0.3517,0.0006,0.0235,ASTEC,0.0466
0.0945,0.0671,0.0265,0.0034,AMJLAND,0.6422
0.1209,0.6467,0.0006,0.0003,KAUSHALYA,0.7553
0.3434,0.5386,0.0,0.0,ATULAUTO,0.54
0.1385,0.0027,0.0561,0.0004,GRAVITA,0.3333
0.1414,0.0113,0.0026,0.0252,SJVN,0.7961
0.2452,0.7132,0.0,0.921,TORNTPHARM,0.9788
0.255,0.0002,0.0001,0.0003,INDLMETER,0.7257
0.0861,0.0028,0.0,0.5564,CHOLAFIN,0.1239
0.0833,0.5596,0.0001,0.177,PRAKASHCON,0.6441
0.2912,0.3013,0.0,0.021,ATUL,0.2067
0.2963,0.009,0.0,0.0,NEXTMEDIA,0.6696
0.13,0.3342,0.0,0.0648,APCOTEXIND,0.3098
0.3976,0.0327,0.0,0.0002,SHIVAMAUTO,0.5935
0.2235,0.0852,0.0,0.001,SEAMECLTD,0.8887
0.1515,0.8008,0.0,0.0179,RANEHOLDIN,0.3358
0.1186,0.1048,0.0246,0.0001,MOLDTKPAC,0.8457
0.0617,0.1022,0.0364,0.1619,MANAKSIA,0.6065
0.2507,0.0298,0.0,0.0132,ARROWGREEN,0.6573
0.194,0.0804,0.0,0.001,BAGFILMS,0.5803
0.126,0.1764,0.0011,0.0029,DWARKESH,0.0355
0.1881,0.0775,0.0,0.0003,BINDALAGRO,0.795
0.2319,0.0518,0.0,0.0068,MEP,0.9022
0.304,0.0,0.0,0.0904,ASIANPAINT,0.6448
0.1528,0.36,0.0,0.021,GODFRYPHLP,0.9018
0.428,0.6602,0.0,0.0,MANINFRA,0.9803
0.3376,0.0009,0.0,0.0,BROOKS,0.1885
0.2649,0.0147,0.0,0.1797,EIDPARRY,0.2481
0.1882,0.6482,0.0,0.0065,GEPIL,0.2094
0.3402,0.423,0.0,0.2098,EDELWEISS,0.0773
0.5104,0.0195,0.0,0.0,NOCIL,0.2907
0.4031,0.0022,0.0,0.0,HCL-INSYS,0.6244
0.312,0.0121,0.0,0.0,ORIENTABRA,0.4769
0.3947,0.0201,0.0,0.0,JKPAPER,0.0221
0.0541,0.3099,0.01,0.5868,PARACABLES,0.8115
-0.0012,0.1016,0.3642,0.8344,ICICIGOLD,0.3914
0.2434,0.6431,0.0,0.0017,INDTERRAIN,0.5616
0.2121,0.0324,0.0,0.0158,SHILPAMED,0.1984
0.1476,0.925,0.0,0.0069,SADBHIN,0.7516
0.4697,0.0,0.0,0.0172,SOUTHBANK,0.5451
0.3844,0.0081,0.0,0.0,XPROINDIA,0.8683
0.0474,0.1442,0.482,0.0025,UNITEDTEA,0.824
0.3231,0.8275,0.0,0.0005,RAMCOIND,0.1969
0.3749,0.0008,0.0,0.0,ANSALHSG,0.8416
0.1483,0.5102,0.0,0.0171,HIKAL,0.2761
0.2117,0.7128,0.0,0.0,ZEELEARN,0.6567
0.1948,0.2397,0.0,0.0004,PGIL,0.2108
0.1545,0.8888,0.0,0.0144,BHARTIARTL,0.9469
0.1148,0.6348,0.0002,0.0076,SAKSOFT,0.788
0.0896,0.0855,0.0798,0.0006,LPDC,0.9083
0.1958,0.3382,0.0,0.0022,LAOPALA,0.3329
0.0339,0.6348,0.0091,0.1447,IMPAL,0.5189
0.255,0.3322,0.0,0.0009,GOACARBON,0.3067
0.3759,0.005,0.0,0.0,HITECHGEAR,0.7277
0.1446,0.8235,0.0,0.0004,ELECTHERM,0.0134
0.3585,0.205,0.0,0.336,DCBBANK,0.1807
0.1485,0.9183,0.0,0.0017,SUPRAJIT,0.1766
0.2918,0.0004,0.0,0.0166,SURYALAXMI,0.4802
0.2763,0.0217,0.0,0.0097,TRIL,0.4114
-0.01,0.8827,0.5004,0.6593,BILENERGY,0.835
0.3316,0.0,0.0,0.0,MIRCELECTR,0.8312
0.1478,0.2253,0.0,0.0098,SHAKTIPUMP,0.9136
0.3396,0.0,0.0,0.0,HARRMALAYA,0.4053
0.1926,0.0931,0.0,0.0008,ISMTLTD,0.78
0.3849,0.1753,0.0,0.6833,TATAPOWER,0.3552
0.185,0.7364,0.0,0.0,CANDC,0.6167
0.4114,0.0656,0.0,0.0,SRIPIPES,0.6135
0.0619,0.7253,0.0047,0.2969,REMSONSIND,0.6207
0.3894,0.0,0.0,0.0001,MANINDS,0.1531
0.26,0.0002,0.0002,0.0,GILLANDERS,0.9554
0.3849,0.0121,0.0,0.0,UCALFUEL,0.3354
0.1915,0.0322,0.0,0.0543,GRUH,0.3181
0.4048,0.0,0.0,0.0,A2ZINFRA,0.1416
0.3038,0.3984,0.0,0.0256,HEIDELBERG,0.1348
0.1662,0.8923,0.0,0.0028,VMART,0.6481
0.2701,0.0137,0.0,0.2214,CESC,0.1633
0.2497,0.0843,0.0,0.0,CELEBRITY,0.7055
0.1612,0.0067,0.0009,0.036,SMARTLINK,0.622
0.3224,0.0174,0.0,0.0,TIRUMALCHM,0.0041
0.1753,0.8026,0.0,0.0009,OCCL,0.234
0.3472,0.0018,0.0,0.1303,RUCHISOYA,0.4059
0.1533,0.1259,0.0001,0.0047,MANGCHEFER,0.7565
0.3515,0.5016,0.0,0.0026,TNPL,0.2442
0.2326,0.0049,0.0,0.0001,ONMOBILE,0.5864
0.2817,0.0009,0.0,0.0,DQE,0.6032
0.2751,0.0341,0.0,0.0,SUMEETINDS,0.0429
0.2392,0.7813,0.0,0.0,FLFL,0.109
0.139,0.0333,0.0004,0.1853,KSBPUMPS,0.6208
0.2866,0.0037,0.0,0.0,MARKSANS,0.2551
0.1933,0.0034,0.0012,0.0002,VARDMNPOLY,0.325
0.211,0.7651,0.0,0.0228,GEOJITFSL,0.994
0.1492,0.0016,0.1046,0.0,CANTABIL,0.5366
0.1993,0.0078,0.0143,0.0,MEGASOFT,0.0918
0.3519,0.0009,0.0,0.1465,BAJAJ-AUTO,0.511
0.6391,0.0,0.0,0.0,SYNDIBANK,0.411
0.1818,0.1656,0.0002,0.0,BARTRONICS,0.2095
0.1498,0.4263,0.0001,0.0011,THEMISMED,0.2061
0.214,0.4403,0.0,0.0002,ADFFOODS,0.1809
0.287,0.1601,0.0,0.0065,BRITANNIA,0.7636
0.2161,0.0038,0.0001,0.0004,IMFA,0.0017
0.3988,0.0188,0.0,0.0,KECL,0.6174
0.4969,0.2569,0.0,0.0009,CAPF,0.1063
0.2102,0.8675,0.0,0.0005,OFSS,0.5701
0.3961,0.0,0.0,0.0,GENUSPOWER,0.7661
0.4039,0.0,0.0101,0.1352,DENABANK,0.856
0.261,0.0041,0.0,0.0007,SUNFLAG,0.2476
0.0978,0.7668,0.0032,0.0002,TPLPLASTEH,0.1566
0.234,0.0,0.1173,0.0,PBAINFRA,0.4014
0.2593,0.0215,0.0,0.0517,NUCLEUS,0.6514
0.1203,0.9484,0.0,0.1776,GPPL,0.9935
0.3641,0.5832,0.0,0.0,SMLISUZU,0.9449
0.1923,0.1396,0.0,0.0027,STCINDIA,0.3258
0.4591,0.0008,0.0,0.0036,JSWENERGY,0.5344
0.2058,0.7411,0.0,0.0418,GULFOILLUB,0.2661
0.0518,0.1314,0.0461,0.169,SAMBHAAV,0.7077
0.266,0.1939,0.0,0.0006,DELTACORP,0.2386
0.26,0.027,0.0,0.0224,JOCIL,0.7274
0.0658,0.0876,0.3777,0.0008,KAVVERITEL,0.497
0.0561,0.1123,0.0005,0.0701,ALKEM,0.5097
0.3339,0.0,0.0002,0.0,MOREPENLAB,0.4693
0.2638,0.2218,0.0,0.0008,APLAPOLLO,0.2393
0.1497,0.204,0.0012,0.0,VIKASECO,0.793
0.3681,0.0001,0.0,0.035,HEROMOTOCO,0.3187
0.4412,0.6595,0.0,0.0092,ARVIND,0.6186
0.4373,0.008,0.0,0.0047,IRB,0.7446
0.2313,0.0788,0.0,0.0001,SHARDAMOTR,0.6423
0.3922,0.0516,0.0,0.0,DCMSHRIRAM,0.1005
0.0994,0.249,0.0132,0.0005,FAIRCHEM,0.0647
0.3052,0.0,0.0,0.0001,MARALOVER,0.9993
0.2154,0.9272,0.0,0.0041,OCL,0.1636
0.3367,0.0002,0.0,0.0315,M&M,0.9568
0.2637,0.1456,0.0,0.0017,HSCL,0.0388
0.2475,0.1298,0.0,0.0007,SKIL,0.7656
0.0948,0.0338,0.0463,0.0057,HILTON,0.8366
0.2067,0.5832,0.0,0.1884,CHENNPETRO,0.2477
0.2165,0.3826,0.0,0.0,PANORAMUNI,0.5614
0.0244,0.5345,0.0444,0.722,HDFCMFGETF,0.1682
0.1241,0.586,0.0,0.0929,UBL,0.6987
0.2502,0.1466,0.0,0.0,INEOSSTYRO,0.6699
0.3304,0.0001,0.0,0.0,BAJAJHIND,0.8253
0.2027,0.002,0.0005,0.0009,CORDSCABLE,0.4213
0.1073,0.0222,0.1596,0.0001,MRO-TEK,0.248
0.3094,0.0928,0.0,0.0073,CANFINHOME,0.1537
0.2763,0.0,0.0,0.035,INFY,0.9047
0.3719,0.0001,0.0,0.0,SARDAEN,0.0308
0.145,0.7721,0.0,0.0119,NIITTECH,0.6404
0.2489,0.0034,0.0,0.0,ZUARIGLOB,0.8535
0.5619,0.2685,0.0,0.0173,DHFL,0.4764
0.2714,0.0112,0.0,0.0,AUTOIND,0.7105
-0.0066,0.3196,0.9697,0.8639,IVZINGOLD,0.2824
0.2429,0.0002,0.0002,0.0004,MMTC,0.4629
0.2721,0.0058,0.0,0.0001,HCC,0.1568
0.2572,0.013,0.0,0.0,NATHBIOGEN,0.1185
0.2575,0.0149,0.0,0.0,AROGRANITE,0.4181
0.3243,0.0002,0.0,0.0001,RAIN,0.1373
0.1583,0.0856,0.0001,0.0053,ORISSAMINE,0.5057
0.1767,0.0002,0.0087,0.0172,SKMEGGPROD,0.0673
0.0285,0.9868,0.0144,0.5043,CTE,0.2082
0.144,0.0007,0.1465,0.0002,ALPSINDUS,0.3763
0.2591,0.0126,0.0,0.0004,RPGLIFE,0.1741
0.1409,0.0361,0.0006,0.0339,LAMBODHARA,0.3211
0.1352,0.491,0.0,0.2542,CONCOR,0.6492
0.194,0.1072,0.0,0.0162,SHRIRAMCIT,0.4422
0.2918,0.026,0.0,0.1928,DALMIABHA,0.0971
0.3013,0.0001,0.0,0.0001,INDSWFTLAB,0.6233
0.1416,0.455,0.0,0.0044,LAKSHMIEFL,0.0255
0.2332,0.4595,0.0,0.0268,JCHAC,0.6608
0.0947,0.7092,0.0001,0.8699,GLAXO,0.5395
0.2615,0.9145,0.0,0.0,KALPATPOWR,0.7005
0.2311,0.046,0.0001,0.0,KILITCH,0.8958
0.1016,0.2654,0.0,0.3064,BRFL,0.8944
0.1247,0.7388,0.0003,0.0004,ACCELYA,0.0478
0.2039,0.033,0.0,0.0076,JINDRILL,0.3639
0.2779,0.0018,0.0,0.0481,TATACOMM,0.0745
0.2833,0.453,0.0,0.003,AHLUCONT,0.8354
0.2706,0.0161,0.0,0.0,CEBBCO,0.4803
0.2868,0.01,0.0,0.0001,SALZERELEC,0.6179
0.3573,0.7622,0.0,0.4666,GODREJIND,0.3301
0.497,0.3664,0.0,0.0,TATAMOTORS,0.3265
0.209,0.0001,0.0485,0.0,UTTAMSUGAR,0.134
0.0106,0.1855,0.6744,0.0499,FELDVR,0.5223
0.2313,0.4166,0.0,0.0,PLASTIBLEN,0.5878
0.1756,0.0588,0.0,0.1534,ABGSHIP,0.4152
0.1776,0.0811,0.0,0.2358,M50,0.6001
0.154,0.1286,0.0004,0.0004,BANSWRAS,0.4368
0.6616,0.0,0.0,0.0006,ALBK,0.8979
0.2626,0.1769,0.0,0.0077,AUTOAXLES,0.9997
0.2566,0.1459,0.0,0.9152,BYKE,0.5637
0.23,0.0035,0.0001,0.0001,ROLTA,0.3486
0.2513,0.0175,0.0,0.0,GUFICBIO,0.6363
0.1372,0.4363,0.0,0.1939,AKZOINDIA,0.6657
0.02,0.7759,0.0584,0.2885,LUXIND,0.5104
0.172,0.5044,0.0,0.0627,SOMANYCERA,0.3005
0.3227,0.051,0.0,0.0001,ASHAPURMIN,0.5419
0.128,0.0523,0.0215,0.0001,PONNIERODE,0.4924
0.1771,0.0055,0.0019,0.0005,NIPPOBATRY,0.845
0.1055,0.7546,0.0001,0.0522,APLLTD,0.885
0.0826,0.2355,0.1688,0.0001,JAIBALAJI,0.2365
0.2637,0.0,0.0002,0.0007,WINDMACHIN,0.6572
0.2238,0.0392,0.0,0.1067,HGS,0.6386
0.1227,0.5472,0.0,0.4513,RAMANEWS,0.3422
0.3537,0.0001,0.0,0.7207,NMDC,0.1508
0.0702,0.4673,0.0015,0.4588,KICL,0.7968
0.1658,0.3258,0.0,0.0003,VIPULLTD,0.541
0.3268,0.0821,0.0,0.0003,ESCORTS,0.0518
0.2347,0.2458,0.0,0.0004,HSIL,0.8446
0.2521,0.9225,0.0,0.0001,ARIES,0.1419
0.1819,0.2258,0.0,0.0012,CASTEXTECH,0.821
0.1099,0.0006,0.2195,0.02,ZENSARTECH,0.9752
0.3141,0.0003,0.0,0.0,MURUDCERA,0.5544
0.5167,0.0537,0.0,0.4093,HDFCNIFETF,0.3403
0.0654,0.5331,0.0014,0.907,KPRMILL,0.766
0.187,0.7441,0.0,0.0005,SHIRPUR-G,0.1802
0.2306,0.0006,0.0021,0.0,PANAMAPET,0.3527
0.2126,0.0,0.0,0.0069,HINDUNILVR,0.8769
0.1712,0.0238,0.001,0.0002,PRECOT,0.512
0.2741,0.5668,0.0,0.0007,JYOTHYLAB,0.4778
0.0074,0.0698,0.8005,0.4625,LICNETFGSC,0.0796
0.0995,0.9135,0.0001,0.0188,REDINGTON,0.7351
0.2647,0.4259,0.0,0.0005,SICAL,0.2643
0.1987,0.071,0.0,0.0021,UNIENTER,0.1707
0.2307,0.7282,0.0,0.0013,AVANTIFEED,0.3934
0.3237,0.0,0.0,0.0046,WELCORP,0.6635
0.232,0.0056,0.0001,0.0,EON,0.9317
0.1253,0.8379,0.0,0.0155,MFSL,0.6253
0.3447,0.0,0.0451,0.5682,VIJAYABANK,0.1353
0.2526,0.0008,0.0,0.0517,USHAMART,0.2685
0.4575,0.4012,0.0,0.0339,YESBANK,0.0203
0.0776,0.0162,0.3542,0.002,CHROMATIC,0.8621
0.3117,0.011,0.0,0.0011,ONELIFECAP,0.1797
0.3166,0.0016,0.0,0.0,JISLDVREQS,0.2202
0.5163,0.0,0.0,0.0,HINDALCO,0.0151
0.2067,0.0905,0.0,0.0287,BEDMUTHA,0.4133
0.1568,0.0112,0.003,0.0029,JMA,0.7451
0.0864,0.0841,0.0,0.2943,GSKCONS,0.4663
0.1926,0.0027,0.0053,0.0,IBULISL,0.0791
0.4049,0.0001,0.0,0.0002,HINDOILEXP,0.0334
0.2126,0.0012,0.0,0.2643,TAJGVK,0.5577
0.1243,0.0049,0.0371,0.0031,BHAGERIA,0.0956
0.1227,0.9534,0.0,0.2038,TTKHLTCARE,0.8125
0.3554,0.0001,0.0,0.0,FCL,0.9519
0.2029,0.5995,0.0,0.1133,BIRLACORPN,0.1409
0.4904,0.0,0.0,0.4392,JINDALSTEL,0.9366
0.2182,0.3673,0.0,0.0,SUNDRMBRAK,0.2266
0.1205,0.9027,0.0,0.0651,CARERATING,0.7613
0.1868,0.0168,0.0004,0.0002,PATELENG,0.6007
0.1767,0.0349,0.0002,0.0005,AIFL,0.1171
0.1351,0.0638,0.0102,0.0001,LAKPRE,0.9
0.1521,0.456,0.0,0.7232,TCI,0.5466
0.354,0.0073,0.0,0.0002,PENIND,0.7182
0.5276,0.0001,0.0,0.0005,SINTEX,0.6515
0.1191,0.2817,0.0001,0.0328,ONGC,0.8672
0.2943,0.0014,0.0,0.0,INDORAMA,0.7899
0.5567,0.0,0.0,0.3038,IDBI,0.7674
0.0169,0.4923,0.287,0.1125,DSSL,0.6784
0.1628,0.1708,0.0,0.0268,VINATIORGA,0.2114
0.1145,0.5152,0.0,0.755,HATHWAY,0.7588
0.2617,0.0105,0.0,0.0042,ATLASCYCLE,0.0935
0.2859,0.004,0.0,0.0005,ASHIMASYN,0.894
0.1701,0.7597,0.0,0.0009,BSL,0.7216
0.0554,0.6092,0.0029,0.0306,JINDWORLD,0.4228
0.1624,0.0096,0.0002,0.3378,RUPA,0.8192
0.1173,0.027,0.0204,0.0016,REFEX,0.1623
0.043,0.4122,0.0018,0.3003,MOHITIND,0.8703
0.2486,0.0603,0.0,0.0267,ALICON,0.6237
0.182,0.039,0.0002,0.0108,MANGALAM,0.8185
0.3731,0.357,0.0,0.1024,BHARATFIN,0.3846
0.0933,0.8507,0.0003,0.0189,PFIZER,0.3717
0.0999,0.0381,0.0101,0.0643,SHRIRAMEPC,0.8814
0.1962,0.1149,0.0001,0.0,RANASUG,0.0578
0.5242,0.0027,0.0,0.5143,INFRABEES,0.6909
0.3372,0.0077,0.0,0.0,SUVEN,0.4667
0.0521,0.0636,0.231,0.0377,KARMAENG,0.1622
0.0713,0.9328,0.0003,0.5827,BAYERCROP,0.2039
0.4474,0.898,0.0,0.0061,JAMNAAUTO,0.2635
0.2342,0.4349,0.0,0.0022,TNPETRO,0.5333
0.0484,0.4454,0.0193,0.115,BRIGADE,0.7493
0.0998,0.8389,0.0,0.5623,DBCORP,0.4041
0.2383,0.1057,0.0,0.0001,TGBHOTELS,0.8288
0.2609,0.0191,0.0,0.0031,AFL,0.7201
0.2432,0.005,0.0,0.0001,DHAMPURSUG,0.0851
0.4238,0.9214,0.0,0.013,SETFNIFBK,0.3737
0.0264,0.1977,0.0043,0.933,RELCONS,0.7729
0.2035,0.07,0.0,0.393,PFOCUS,0.4343
0.1893,0.1997,0.0,0.0104,COFFEEDAY,0.3294
0.1292,0.0013,0.0945,0.0023,ALOKTEXT,0.6191
0.4574,0.0004,0.0,0.0002,LOVABLE,0.9391
0.0903,0.2846,0.0024,0.0324,TORNTPOWER,0.6912
0.0739,0.6748,0.0001,0.9884,ENIL,0.566
0.2922,0.0,0.0016,0.0006,DHANBANK,0.5336
0.3955,0.0748,0.0,0.0001,ELECON,0.6031
0.3225,0.3644,0.0,0.0,PATINTLOG,0.4976
0.2937,0.0004,0.0,0.0001,NITESHEST,0.5726
0.3228,0.0,0.0,0.0016,ARSHIYA,0.9251
0.1438,0.2283,0.0,0.1887,PEL,0.0781
0.4168,0.013,0.0,0.0,ANANTRAJ,0.732
0.3008,0.3482,0.0,0.0,PUNJABCHEM,0.228
0.1618,0.7743,0.0,0.0062,SASTASUNDR,0.8601
0.4314,0.0,0.0,0.24,IFCI,0.6601
0.2989,0.0003,0.0004,0.0,ANDHRACEMT,0.701
0.2066,0.0161,0.0002,0.0,JAYAGROGN,0.0034
0.5799,0.0,0.0,0.0082,GMRINFRA,0.5857
0.0564,0.4391,0.0149,0.061,TCIDEVELOP,0.6019
0.4887,0.0,0.0,0.0,WALCHANNAG,0.8667
0.3694,0.0,0.0002,0.3403,PSB,0.2148
0.3989,0.0017,0.0,0.0,SMSPHARMA,0.7059
0.2423,0.9587,0.0,0.0003,BALAMINES,0.0532
0.3452,0.0006,0.0,0.0,MUKANDENGG,0.5973
0.396,0.0017,0.0,0.0,JETAIRWAYS,0.0824
0.2366,0.4097,0.0,0.4541,GAIL,0.2644
0.2886,0.1174,0.0,0.0027,GABRIEL,0.4305
0.2312,0.2911,0.0,0.0002,SOTL,0.2394
0.4308,0.0339,0.0,0.0,ZENTEC,0.4788
0.1542,0.9048,0.0,0.0114,KOTHARIPRO,0.2638
0.1987,0.0023,0.0058,0.0,ROHITFERRO,0.9893
0.1882,0.6722,0.0,0.0001,NAVKARCORP,0.6992
0.3334,0.4713,0.0,0.4214,SRF,0.2421
0.3989,0.1005,0.0,0.0,PRESSMN,0.7478
0.3021,0.0003,0.0,0.0,ANDHRSUGAR,0.1595
0.3025,0.1862,0.0,0.0003,TEXRAIL,0.6349
0.1743,0.5395,0.0,0.0013,WENDT,0.8065
0.1509,0.8403,0.0,0.2498,PRECAM,0.7675
0.1874,0.1874,0.0,0.01,BPL,0.2182
0.7468,0.0,0.0,0.0022,ANDHRABANK,0.3639
0.2136,0.1806,0.0,0.0142,NRBBEARING,0.6122
0.4141,0.0001,0.0,0.0,RTNPOWER,0.4572
0.254,0.0077,0.0,0.0001,KAMATHOTEL,0.3663
0.2748,0.0002,0.0,0.023,IPAPPM,0.4389
0.4648,0.8637,0.0,0.0198,MOTHERSUMI,0.4384
0.913,0.0,0.0,0.0,NIFTYBEES,0.0181
0.3227,0.0,0.0,0.0,EKC,0.0973
0.1518,0.3472,0.0001,0.0002,CCL,0.2921
0.0848,0.5205,0.0015,0.0286,ATFL,0.7629
0.3271,0.0,0.0,0.0005,GINNIFILA,0.9394
0.3439,0.002,0.0,0.0,IGPL,0.0649
0.4006,0.6465,0.0,0.0129,LT,0.5313
0.3199,0.0108,0.0,0.0,TEXINFRA,0.639
0.2001,0.634,0.0,0.0039,VTL,0.101
0.1077,0.0003,0.3423,0.0338,SURANAIND,0.4505
0.5513,0.0,0.0,0.7452,IOB,0.5445
0.3759,0.0002,0.0,0.0,COSMOFILMS,0.2993
0.122,0.1146,0.0005,0.0505,CCCL,0.6481
0.2199,0.0004,0.0009,0.0004,GITANJALI,0.2534
0.2156,0.15,0.0,0.0387,WEIZMANIND,0.4594
0.0477,0.5881,0.002,0.1565,CINEVISTA,0.5704
0.2642,0.2398,0.0,0.0004,PHILIPCARB,0.0932
0.3607,0.7901,0.0,0.0,RUBYMILLS,0.8711
0.3183,0.2484,0.0,0.0805,ADANITRANS,0.2029
0.0737,0.7669,0.0018,0.0458,JHS,0.387
0.2286,0.0839,0.0,0.0003,CERA,0.6618
0.1709,0.0663,0.0023,0.0,TARAPUR,0.8377
0.3187,0.0966,0.0,0.0824,CONSOFINVT,0.657
0.1844,0.2998,0.0,0.8734,GSPL,0.7501
0.0088,0.6081,0.0373,0.8238,AIAENG,0.1239
0.2403,0.4383,0.0,0.4291,JUBLFOOD,0.3035
0.1294,0.051,0.0061,0.0007,PRECWIRE,0.9701
0.2692,0.0054,0.0,0.2101,PIDILITIND,0.4723
0.0782,0.0007,0.4188,0.0052,CENTEXT,0.0726
0.2063,0.0528,0.0,0.0051,INOXWIND,0.2543
0.2617,0.0923,0.0,0.7701,CEATLTD,0.4927
0.6953,0.7496,0.0,0.3249,JUNIORBEES,0.1842
0.196,0.0004,0.0111,0.0001,SYNCOM,0.5596
0.3606,0.0298,0.0,0.0,VISAKAIND,0.1092
0.3287,0.9299,0.0,0.0919,RELIANCE,0.4088
0.2013,0.2871,0.0,0.4273,SADBHAV,0.7655
0.315,0.0873,0.0,0.0158,GHCL,0.038
0.2042,0.5863,0.0,0.6104,CARBORUNIV,0.149
0.3045,0.0,0.0,0.0599,TCS,0.8191
0.1058,0.2029,0.0028,0.0051,HINDCOMPOS,0.2685
0.1211,0.0586,0.0088,0.001,MSPL,0.8835
0.0416,0.974,0.0052,0.3391,BPCL,0.9636
0.2318,0.0279,0.0,0.0,GPIL,0.9988
0.26,0.0,0.0006,0.0,HINDUJAVEN,0.3502
0.3044,0.0,0.0,0.0273,INDIANB,0.057
0.3728,0.311,0.0,0.0016,COX&KINGS,0.7755
0.407,0.0225,0.0,0.8614,ULTRACEMCO,0.2522
0.2472,0.0361,0.0,0.002,EIHAHOTELS,0.4852
0.2415,0.1462,0.0,0.0009,SHREYAS,0.6712
0.3134,0.0022,0.0,0.9778,M&MFIN,0.5003
0.1057,0.0767,0.0019,0.177,EIHOTEL,0.2937
0.3382,0.002,0.0,0.0,VICEROY,0.8066
0.1711,0.1332,0.0,0.0636,FORTIS,0.7189
0.2336,0.3167,0.0,0.0109,SUDARSCHEM,0.0202
0.2256,0.4663,0.0,0.0052,IIFL,0.3343
0.294,0.0001,0.0004,0.0,TANLA,0.3282
0.0988,0.1082,0.0,0.0691,OILCOUNTUB,0.5143
0.2893,0.5648,0.0,0.0027,SHEMAROO,0.225
0.242,0.0018,0.0,0.0011,SRHHYPOLTD,0.111
0.3918,0.0058,0.0,0.2663,MARUTI,0.3094
0.255,0.0111,0.0,0.5563,M100,0.412
0.2195,0.351,0.0,0.0459,THOMASCOOK,0.917
0.2163,0.0052,0.0,0.4866,MARICO,0.3364
